case_id,failure_mode,why_not_vehicle_shell,what_evidence_would_be_needed,manual_review_needed,not_allowed_conclusion
GTREF_GM_RM011_s0_2,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s388_284,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s389_285,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s389_285,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s389_286,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s389_286,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s389_287,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s389_287,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s389_287,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s390_288,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s390_289,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s390_289,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s390_289,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s390_289,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s390_290,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s390_290,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s391_292,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s391_293,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s391_293,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s391_293,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s392_294,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s392_295,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s392_295,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s392_295,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s392_296,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s392_296,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s392_296,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s393_297,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s393_297,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s393_298,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s393_299,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s393_299,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s393_299,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s394_300,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s394_301,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s394_302,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s394_302,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s394_302,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s429_303,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s429_303,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s429_303,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s429_303,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s429_304,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s429_304,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s429_304,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s438_306,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s438_306,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s438_306,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s438_306,near_field_spread_unresolved,Weak boundary or spread is not enough to assert a shell.,Persistent ridge/hotspot drift or clearer part relation.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s442_307,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s442_307,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM017_s442_307,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s446_308,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s446_308,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM017_s446_308,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s0_309,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s0_310,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s4_311,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s4_311,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s8_314,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s8_314,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s8_314,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s27_315,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s27_316,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s31_318,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s77_319,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s77_319,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s81_320,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s88_321,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s88_321,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s202_322,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s212_323,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s238_324,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s269_325,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s269_325,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s273_326,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s288_327,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s288_327,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s288_327,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s290_328,gt_boundary_affected,GT quality or boundary effects weaken shell interpretation.,Manual review and temporal context.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s315_330,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_PAIRED_GM_RM019_s317_331,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s350_332,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s350_332,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s350_332,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s354_333,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s354_333,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM019_s354_333,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_01,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_01,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_02,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_02,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_02,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_02,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_03,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s250_frameadd_gm_rm011_000120_000250_03,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_01,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_01,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_01,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_01,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_02,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_02,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_03,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_03,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_03,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s251_frameadd_gm_rm011_000120_000251_03,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_01,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_01,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_01,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_01,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_02,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_02,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_03,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_03,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_03,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s252_frameadd_gm_rm011_000121_000252_03,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_01,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_01,background_line_not_vehicle_shell,Background clutter can mimic a ridge or line.,Moving vehicle-like drift rather than background-stable response.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_01,gt_too_loose_for_structure,GT may include background or neighboring structures.,Manual GT quality review before strong morphology conclusion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_01,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_02,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_02,near_field_spread_unresolved,Weak boundary or spread is not enough to assert a shell.,Persistent ridge/hotspot drift or clearer part relation.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_03,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s253_frameadd_gm_rm011_000121_000253_03,range_spread_without_core,Range spread alone can be environment or motion artifact.,A body core plus edge/endpoints.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s254_frameadd_gm_rm011_000122_000254_01,parts_too_scattered,Parts exist but do not form a stable shell relation.,Temporal drift consistency or clearer shell completion.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
