gt_id,scene,sar_frame,gt_box_or_polygon_available,sar_valid_mask_available,valid_mask_source,image_available,full_inside_sar_valid_mask,mask_overlap_ratio,near_mask_boundary,gt_area_px,pool_type,valid_for_sar_morphology_reference,valid_for_optical_sar_correspondence,recommended_use,not_allowed_use,reason,sar_pseudocolor_path
195,GM_RM017,359,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12124.04,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000359.png
196,GM_RM017,359,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11497.077,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000359.png
197,GM_RM017,359,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11973.236,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000359.png
198,GM_RM017,360,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12492.637,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000360.png
199,GM_RM017,360,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11282.44,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000360.png
200,GM_RM017,360,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12651.234,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000360.png
201,GM_RM017,361,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12267.479,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000361.png
202,GM_RM017,361,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11543.624,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000361.png
203,GM_RM017,361,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12843.327,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000361.png
204,GM_RM017,362,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10684.632,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000362.png
205,GM_RM017,362,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12042.825,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000362.png
206,GM_RM017,362,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12717.32,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000362.png
207,GM_RM017,363,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12917.645,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000363.png
208,GM_RM017,363,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11253.397,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000363.png
209,GM_RM017,363,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13587.641,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000363.png
210,GM_RM017,364,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14592.231,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000364.png
211,GM_RM017,364,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12489.809,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000364.png
212,GM_RM017,364,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14138.235,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000364.png
213,GM_RM017,365,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13039.39,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000365.png
214,GM_RM017,365,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11612.734,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000365.png
215,GM_RM017,365,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11423.441,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000365.png
216,GM_RM017,366,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13982.013,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000366.png
217,GM_RM017,366,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15426.218,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000366.png
218,GM_RM017,366,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14464.936,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000366.png
219,GM_RM017,367,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13309.05,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000367.png
220,GM_RM017,367,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12471.413,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000367.png
221,GM_RM017,367,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12919.331,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000367.png
222,GM_RM017,368,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13122.852,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000368.png
223,GM_RM017,368,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12885.702,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000368.png
224,GM_RM017,368,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14131.335,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000368.png
225,GM_RM017,369,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10676.852,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000369.png
226,GM_RM017,369,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12437.02,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000369.png
227,GM_RM017,369,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12547.508,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000369.png
228,GM_RM017,370,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10723.04,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000370.png
229,GM_RM017,370,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11658.904,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000370.png
230,GM_RM017,370,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13245.485,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000370.png
231,GM_RM017,371,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10478.374,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000371.png
232,GM_RM017,371,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10930.959,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000371.png
233,GM_RM017,371,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12734.82,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000371.png
234,GM_RM017,372,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13035.075,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000372.png
235,GM_RM017,372,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10746.75,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000372.png
236,GM_RM017,372,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13665.164,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000372.png
237,GM_RM017,373,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11905.918,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000373.png
238,GM_RM017,373,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12404.632,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000373.png
239,GM_RM017,373,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12781.916,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000373.png
240,GM_RM017,374,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12884.108,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000374.png
241,GM_RM017,374,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13902.377,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000374.png
242,GM_RM017,374,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11931.173,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000374.png
243,GM_RM017,375,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12111.681,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000375.png
244,GM_RM017,375,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12892.979,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000375.png
245,GM_RM017,375,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12780.352,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000375.png
246,GM_RM017,376,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12010.195,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000376.png
247,GM_RM017,376,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14391.561,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000376.png
248,GM_RM017,376,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11275.846,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000376.png
249,GM_RM017,377,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13014.4,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png
250,GM_RM017,377,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12389.736,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png
251,GM_RM017,377,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10246.332,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png
252,GM_RM017,378,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11891.123,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png
253,GM_RM017,378,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10778.965,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png
254,GM_RM017,378,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10764.37,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png
255,GM_RM017,379,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15858.227,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png
256,GM_RM017,379,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13893.166,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png
257,GM_RM017,379,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12168.772,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png
258,GM_RM017,380,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12773.435,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png
259,GM_RM017,380,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12002.075,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png
260,GM_RM017,380,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10030.68,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png
261,GM_RM017,381,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12619.819,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000381.png
262,GM_RM017,381,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11984.845,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000381.png
263,GM_RM017,381,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10485.978,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000381.png
264,GM_RM017,382,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9472.373,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000382.png
265,GM_RM017,382,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10673.478,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000382.png
266,GM_RM017,382,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11654.44,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000382.png
267,GM_RM017,383,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12437.427,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000383.png
268,GM_RM017,383,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15221.545,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000383.png
269,GM_RM017,383,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12090.131,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000383.png
270,GM_RM017,384,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14451.532,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000384.png
271,GM_RM017,384,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11733.401,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000384.png
272,GM_RM017,384,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10613.597,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000384.png
273,GM_RM017,385,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13469.48,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000385.png
274,GM_RM017,385,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13173.779,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000385.png
275,GM_RM017,385,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11130.942,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000385.png
276,GM_RM017,386,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11985.414,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000386.png
277,GM_RM017,386,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13132.833,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000386.png
278,GM_RM017,386,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12251.745,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000386.png
279,GM_RM017,387,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12691.408,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000387.png
280,GM_RM017,387,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11798.987,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000387.png
281,GM_RM017,387,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13034.164,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000387.png
282,GM_RM017,388,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,16012.97,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000388.png
283,GM_RM017,388,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12832.069,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000388.png
284,GM_RM017,388,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12412.906,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000388.png
285,GM_RM017,389,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13453.115,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000389.png
286,GM_RM017,389,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12382.724,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000389.png
287,GM_RM017,389,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11564.25,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000389.png
288,GM_RM017,390,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,14466.344,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000390.png
289,GM_RM017,390,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13831.386,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000390.png
290,GM_RM017,390,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13812.448,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000390.png
291,GM_RM017,391,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12109.812,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000391.png
292,GM_RM017,391,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13058.91,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000391.png
293,GM_RM017,391,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13074.153,sar_only,true,false,SAR-only morphology reference,optical-SAR correspondence,no optical object stream counterpart,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000391.png
294,GM_RM017,392,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,15218.425,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000392.png
