case_id,gt_id,scene,sar_frame,pool_type,gt_quality_label,gt_scale_valid,dominant_shell_pattern,shell_parts_used,n_atoms,n_vehicle_parts,n_shell_parts,shell_long_axis_span,shell_short_axis_span,shell_to_gt_width_ratio,shell_to_gt_height_ratio,shell_to_gt_area_ratio,gt_scale_compatible,baby_car_risk,shell_physical_interpretation,vehicle_shell_supported,manual_review_needed,posthoc_only,notes
GTREF_PAIRED_GM_RM017_s369_227,227,GM_RM017,369,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,139.583,22.35,0.8572,0.29,0.1372,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s370_228,228,GM_RM017,370,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,61.49,28.852,0.4192,0.3947,0.1131,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s370_229,229,GM_RM017,370,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,131.659,18.491,0.7939,0.263,0.1261,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s370_230,230,GM_RM017,370,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,184.042,24.411,1.0823,0.3134,0.119,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s371_231,231,GM_RM017,371,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,56.92,25.516,0.3892,0.3561,0.1058,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s371_232,232,GM_RM017,371,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,131.645,19.661,0.8989,0.2634,0.1326,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s371_233,233,GM_RM017,371,paired_215,good,yes,enclosed_shell,SHELL_0236,5,3,1,86.668,21.646,0.535,0.2754,0.1327,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s372_234,234,GM_RM017,372,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,140.466,20.972,0.8108,0.2787,0.1254,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s372_235,235,GM_RM017,372,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,61.303,29.097,0.3808,0.4359,0.113,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s372_236,236,GM_RM017,372,paired_215,review_extreme_aspect,no,strip_plus_endpoint,SHELL_0239,6,2,1,64.895,21.511,0.3334,0.3064,0.1211,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s373_237,237,GM_RM017,373,paired_215,good,yes,strip_plus_endpoint,SHELL_0240,6,2,1,80.275,20.664,0.468,0.2977,0.1447,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s373_238,238,GM_RM017,373,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,59.068,26.456,0.3737,0.3371,0.1016,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s373_239,239,GM_RM017,373,paired_215,good,yes,enclosed_shell,SHELL_0242,5,3,1,62.435,23.293,0.3929,0.2896,0.1256,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s374_240,240,GM_RM017,374,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,146.611,24.855,0.8367,0.338,0.136,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s374_241,241,GM_RM017,374,paired_215,good,yes,strip_plus_endpoint,SHELL_0244,6,2,1,106.438,22.639,0.6321,0.2742,0.1236,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s374_242,242,GM_RM017,374,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,69.28,36.944,0.4497,0.477,0.118,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s375_243,243,GM_RM017,375,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,150.512,23.642,0.9147,0.3212,0.1349,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s375_244,244,GM_RM017,375,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,171.416,19.695,1.0105,0.2591,0.119,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s375_245,245,GM_RM017,375,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,68.945,37.987,0.4488,0.4566,0.1206,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s376_246,246,GM_RM017,376,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,154.784,22.953,0.9317,0.3175,0.139,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s376_247,247,GM_RM017,376,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,179.321,24.701,0.9878,0.3116,0.1204,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s376_248,248,GM_RM017,376,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,60.013,34.94,0.3774,0.4928,0.1207,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s377_249,249,GM_RM017,377,paired_215,review_low_energy,yes,strip_plus_endpoint,SHELL_0252,6,2,1,87.355,25.415,0.537,0.3177,0.1351,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s377_250,250,GM_RM017,377,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,167.186,21.178,0.9662,0.2958,0.1312,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s377_251,251,GM_RM017,377,paired_215,review_low_energy,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,59.545,29.208,0.4039,0.4202,0.1243,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s378_252,252,GM_RM017,378,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,169.603,25.13,1.0578,0.3389,0.1317,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s378_253,253,GM_RM017,378,paired_215,good,yes,strip_plus_endpoint,SHELL_0256,6,2,1,90.416,21.373,0.5549,0.3231,0.1443,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s378_254,254,GM_RM017,378,paired_215,good,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,63.229,27.613,0.398,0.4076,0.1206,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s379_255,255,GM_RM017,379,paired_215,review_too_large,no,strip_plus_endpoint,side_ridge_or_strip,7,1,0,176.694,26.295,1.0067,0.291,0.1177,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s379_256,256,GM_RM017,379,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,173.484,22.867,0.9724,0.2936,0.1252,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s379_257,257,GM_RM017,379,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,65.631,27.917,0.4269,0.3527,0.1067,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s380_258,258,GM_RM017,380,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,178.997,19.941,1.0122,0.2761,0.1211,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s380_259,259,GM_RM017,380,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,174.649,20.971,1.0698,0.2853,0.1341,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s380_260,260,GM_RM017,380,paired_215,review_multi_structure,yes,enclosed_shell,SHELL_0263,5,3,1,63.035,22.388,0.4214,0.3339,0.1371,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s381_261,261,GM_RM017,381,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,177.304,20.514,1.1096,0.2597,0.1293,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s381_262,262,GM_RM017,381,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,173.176,21.19,1.0481,0.2921,0.1308,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s381_263,263,GM_RM017,381,dropout_special,review_multi_structure,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,68.9,37.249,0.4689,0.522,0.1307,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s382_264,264,GM_RM017,382,paired_215,good,yes,strip_plus_endpoint,SHELL_0267,6,2,1,101.532,19.058,0.689,0.2965,0.1366,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s382_265,265,GM_RM017,382,paired_215,good,yes,strip_plus_endpoint,SHELL_0268,6,2,1,86.578,22.738,0.5687,0.3243,0.1421,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s382_266,266,GM_RM017,382,dropout_special,review_multi_structure,no,bilateral_edges,body_block_or_part;endpoint_or_edge_part,6,2,0,66.607,37.844,0.4446,0.4864,0.1173,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s383_267,267,GM_RM017,383,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,166.81,20.279,0.9957,0.2732,0.1214,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s383_268,268,GM_RM017,383,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,177.374,23.542,0.9843,0.2787,0.1207,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s383_269,269,GM_RM017,383,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;endpoint_or_edge_part,6,2,0,61.849,36.557,0.4069,0.4596,0.1066,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s384_270,270,GM_RM017,384,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,175.306,21.65,1.0165,0.2584,0.1148,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s384_271,271,GM_RM017,384,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,167.312,22.275,1.1052,0.2874,0.123,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s384_272,272,GM_RM017,384,paired_215,review_multi_structure,yes,bilateral_edges,body_block_or_part;endpoint_or_edge_part,6,2,0,61.789,37.473,0.4081,0.5346,0.1096,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s385_273,273,GM_RM017,385,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,176.28,18.866,1.0097,0.2445,0.1255,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s385_274,274,GM_RM017,385,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,175.642,21.895,0.9782,0.2984,0.1248,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s385_275,275,GM_RM017,385,dropout_special,review_multi_structure,no,strip_plus_endpoint,body_block_or_part,7,1,0,60.891,36.432,0.3854,0.5171,0.0927,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s386_276,276,GM_RM017,386,paired_215,good,yes,strip_plus_endpoint,SHELL_0279,6,2,1,84.684,19.089,0.5168,0.261,0.1381,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s386_277,277,GM_RM017,386,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,179.318,21.94,0.9972,0.3004,0.125,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s386_278,278,GM_RM017,386,dropout_special,review_multi_structure,no,strip_plus_endpoint,body_block_or_part,7,1,0,66.226,38.557,0.4159,0.5012,0.0874,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s387_279,279,GM_RM017,387,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,176.219,21.325,1.0163,0.2913,0.1251,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s387_280,280,GM_RM017,387,paired_215,good,yes,strip_plus_endpoint,SHELL_0283,6,2,1,83.928,18.989,0.5188,0.2604,0.1371,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s387_281,281,GM_RM017,387,sar_only,review_low_energy,yes,strip_plus_endpoint,body_block_or_part,7,1,0,67.996,36.511,0.4038,0.4717,0.0916,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s388_282,282,GM_RM017,388,paired_215,review_too_large,no,strip_plus_endpoint,side_ridge_or_strip,7,1,0,176.581,21.122,0.9139,0.2549,0.1028,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s388_283,283,GM_RM017,388,paired_215,good,yes,strip_plus_endpoint,SHELL_0286,6,2,1,82.552,24.461,0.4955,0.3176,0.1402,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s388_284,284,GM_RM017,388,sar_only,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,65.267,35.961,0.4297,0.4401,0.0846,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s389_285,285,GM_RM017,389,paired_215,review_extreme_aspect,no,strip_plus_endpoint,side_ridge_or_strip,7,1,0,177.001,21.293,0.9644,0.2905,0.1207,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s389_286,286,GM_RM017,389,paired_215,review_extreme_aspect,no,strip_plus_endpoint,side_ridge_or_strip,7,1,0,162.534,19.377,0.9254,0.2748,0.1263,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s389_287,287,GM_RM017,389,sar_only,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,54.789,28.742,0.3451,0.3946,0.0832,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s390_288,288,GM_RM017,390,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,160.314,21.025,0.9354,0.2491,0.1302,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s390_289,289,GM_RM017,390,paired_215,review_multi_structure,yes,bilateral_edges,side_ridge_or_strip;side_ridge_or_strip,6,2,0,82.344,20.35,0.4799,0.2525,0.1105,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s390_290,290,GM_RM017,390,sar_only,review_low_energy,yes,strip_plus_endpoint,body_block_or_part,7,1,0,62.965,32.902,0.384,0.3906,0.0799,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s391_291,291,GM_RM017,391,paired_215,good,yes,strip_plus_endpoint,SHELL_0294,6,2,1,107.576,20.041,0.6465,0.2754,0.1294,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s391_292,292,GM_RM017,391,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,155.224,20.463,0.8772,0.2773,0.129,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s391_293,293,GM_RM017,391,sar_only,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,64.505,34.389,0.3741,0.4536,0.084,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s392_294,294,GM_RM017,392,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,160.097,21.654,0.9543,0.2387,0.1262,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s392_295,295,GM_RM017,392,paired_215,review_multi_structure,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,167.238,18.675,0.95,0.2443,0.1044,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s392_296,296,GM_RM017,392,sar_only,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,65.104,29.64,0.3478,0.3625,0.0668,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s393_297,297,GM_RM017,393,paired_215,review_extreme_aspect,no,strip_plus_endpoint,side_ridge_or_strip,7,1,0,164.532,19.745,0.878,0.2801,0.1071,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_PAIRED_GM_RM017_s393_298,298,GM_RM017,393,paired_215,good,yes,strip_plus_endpoint,side_ridge_or_strip,7,1,0,135.936,20.146,0.7981,0.2832,0.1345,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM017_s393_299,299,GM_RM017,393,sar_only,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,63.338,27.595,0.4209,0.4003,0.0848,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
